2.4321934 		N		176.52068		W		34
18.605644 		N		60.923513		E		73
6.7087692 		S		135.10979		W		42
79.292454 		N		89.65171 		E		77
13.636179 		S		28.873212		E		77
26.865428 		S		73.461731		W		82
38.142912 		N		54.471178		W		84
27.709317 		S		72.39822 		W		77
1.5470075 		S		73.494654		E		38
5.3699712 		S		121.19501		W		40
25.939325 		N		41.707416		W		85
11.123359 		N		124.56542		E		78
16.243647 		N		89.86147 		E		79
84.712616 		S		152.50347		E		81
63.772152 		N		26.216961		E		78
42.324233 		N		156.82332		W		75
49.813084 		N		85.110046		W		78
62.871346 		S		154.72752		E		78
11.002377 		N		96.267519		E		84
43.086953 		N		47.345558		W		70
25.759723 		S		155.96101		W		82
44.282385 		N		116.83653		E		71
33.908103 		S		129.28497		W		76
60.472752 		N		24.920058		E		75
71.971972 		N		86.045146		W		74
86.380519 		N		175.69684		E		81
67.319585 		N		59.10212 		E		75
11.431291 		S		176.94435		E		71
18.381599 		S		43.780817		E		76
38.164124 		N		37.412032		E		77
68.19396  		S		46.757974		W		75
19.760877 		S		26.066302		W		76
16.844667 		S		70.976483		W		74
63.177101 		S		57.090393		E		81
26.62464  		S		94.026279		W		76
73.521058 		S		67.468497		E		78
10.184796 		N		39.133145		W		72
66.539658 		S		73.57656 		W		80
23.364486 		N		129.23297		W		78
6.6680645 		N		168.00463		E		45
57.591013 		N		172.2834 		E		78
20.900146 		N		133.03365		E		73
24.41433  		N		157.52365		W		81
61.883605 		N		68.417588		E		77
42.34024  		N		16.93654 		E		77
40.764323 		S		77.598636		E		79
35.162357 		S		33.587551		E		78
20.869527 		N		175.51409		W		80
86.175853 		N		120.16055		E		83
1.4661315 		S		44.589055		E		34
19.974315 		S		86.560175		E		68
88.250204 		N		16.396976		E		70
56.688336 		N		80.307115		E		74
6.4536206 		N		108.51901		W		41
84.599238 		S		74.314877		W		79
80.901806 		N		71.915966		E		83
2.9437481 		S		52.557636		E		48
86.169938 		S		64.540691		W		70
47.311543 		S		134.01996		W		79
31.630029 		N		41.597671		E		76
86.636794 		N		124.25939		W		71
29.91763  		S		63.726869		W		76
2.0391436 		N		29.446826		E		43
50.195687 		N		88.006385		W		75
77.513635 		N		58.311193		W		77
76.58526  		S		145.65873		E		75
