3		48		26.8085		4		
5		54		23.1228		2		
8		90		26.12		1		
11		66		25.2516		0		
22		78		18.1569		3		
29		54		19.5396		4		
32		72		27.7375		3		
38		60		23.2268		2		
56		114		25.6863		2		
64		54		19.64		4		
68		54		22.1396		0		
70		96		21.8923		4		
88		36		25.854		2		
91		72		27.6942		1		
121		0		0		5		
124		60		17.5382		3		
125		72		27.5833		2		
147		60		19.9913		3		
156		48		19.905		0		
161		54		16.2907		2		
173		48		24.6565		2		
179		36		21.2117		0		
184		90		18.4567		3		
200		36		16.5		4		
204		66		22.3455		1		
220		42		20.7846		3		
233		30		21.752		4		
236		6		23.969		2		
250		54		24.3209		0		
275		84		21.7114		4		
276		42		18.7143		2		
278		42		18.1089		0		
279		48		23.4983		4		
283		90		23.0297		0		
287		42		25.4286		3		
302		6		21		4		
308		108		20.5062		2		
312		60		23.8214		0		
320		66		27.6977		4		
325		102		21.7939		2		
326		24		26		4		
327		72		18.1754		1		
329		66		27.0473		4		
336		84		25.5654		0		
349		30		25.614		2		
353		102		24.8791		2		
363		24		18.6945		2		
370		66		24.885		4		
381		78		18.1298		2		
385		54		18.7778		4		
387		54		27.6667		2		
391		30		21.2		3		
395		42		26.1909		3		
420		42		18.758		2		
433		30		21		0		
434		72		27.0987		2		
442		72		27.2515		3		
445		72		22.1767		2		
448		36		23		0		
458		42		17.4426		1		
477		24		20.5		0		
482		42		23.9454		3		
486		60		27.4272		1		
487		78		22.2651		1		
497		12		28.973		1		
